,document_id,id,last_visit_time,title,url,uuid
13,cb55a9f4-8340-43c9-a82b-74b473520fb3,97690,1680363760822.37,ngrok - murawaki's project,https://scrapbox.io/murawaki/ngrok,25845072-7306-4f73-af4d-784e6e8e264b
14,86084944-2ca3-43fc-99ee-9ed32a9f59d2,100922,1680228491028.52,Asurveyoffacetedsearch.pdf - Google ドライブ,https://drive.google.com/file/d/1WedmZ8cGcv_n2ykn6z5YPQI9aMHL8-1N/view?usp=drive_open,a4d2ad90-0617-4d44-bf1a-53bba04cad0c
15,caf66cca-a644-43ee-82d2-bc9616d5766a,100923,1680228501452.73,Asurveyoffacetedsearch.pdf - Google ドライブ,https://drive.google.com/file/d/1WedmZ8cGcv_n2ykn6z5YPQI9aMHL8-1N/view,724915b1-ab78-4058-ac65-01b9185d2f1f
16,10ef8621-fdfb-44b9-9fce-11e13e5f2250,100931,1680228487166.48,A survey of faceted search.pdf(2013) - mrwk-space,https://scrapbox.io/mrwk-space/A_survey_of_faceted_search.pdf(2013),ee55ae07-a6e8-4381-936e-7b8be4523dc6
17,d986d25b-dc30-413a-bf22-d337986de8d3,101660,1680432345084.26,2022秋 小熊英二研究会 近代社会研究 研究発表 - murawaki's project,https://scrapbox.io/murawaki/2022%E7%A7%8B_%E5%B0%8F%E7%86%8A%E8%8B%B1%E4%BA%8C%E7%A0%94%E7%A9%B6%E4%BC%9A_%E8%BF%91%E4%BB%A3%E7%A4%BE%E4%BC%9A%E7%A0%94%E7%A9%B6_%E7%A0%94%E7%A9%B6%E7%99%BA%E8%A1%A8,a3230aa1-1951-439d-ba11-1bf2136c694e
18,e8343075-e9e2-49c0-94e6-59ef49608ec9,102890,1680343199230.16,サイバーエージェント 採用 - murawaki's project,https://scrapbox.io/murawaki/%E3%82%B5%E3%82%A4%E3%83%90%E3%83%BC%E3%82%A8%E3%83%BC%E3%82%B8%E3%82%A7%E3%83%B3%E3%83%88_%E6%8E%A1%E7%94%A8,9a498aa7-4e74-4259-a844-ce2fbbf1aae8
19,1cb70c58-6ed4-4c20-819b-404e1bd9a13c,102977,1680432366179.72,働く女性に関する対策の概況 (厚生労働省 2015年) - murawaki's project,https://scrapbox.io/murawaki/%E5%83%8D%E3%81%8F%E5%A5%B3%E6%80%A7%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E5%AF%BE%E7%AD%96%E3%81%AE%E6%A6%82%E6%B3%81_(%E5%8E%9A%E7%94%9F%E5%8A%B4%E5%83%8D%E7%9C%81_2015%E5%B9%B4),6bb8fbdf-06a6-4853-95a9-5b5d4d05e7f1
20,6249dae9-7bc7-405d-ab9d-f0286b828136,103676,1680148950133.88,ctx-search ユーザ独自の文脈を埋め込んで整理・検索ができる文書管理システム - murawaki's project,https://scrapbox.io/murawaki/ctx-search_%E3%83%A6%E3%83%BC%E3%82%B6%E7%8B%AC%E8%87%AA%E3%81%AE%E6%96%87%E8%84%88%E3%82%92%E5%9F%8B%E3%82%81%E8%BE%BC%E3%82%93%E3%81%A7%E6%95%B4%E7%90%86%E3%83%BB%E6%A4%9C%E7%B4%A2%E3%81%8C%E3%81%A7%E3%81%8D%E3%82%8B%E6%96%87%E6%9B%B8%E7%AE%A1%E7%90%86%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0,1bdedd80-6324-425c-a726-7e5f95d9537d
21,0c226d14-0fc7-4327-9d0c-8b5d28e4b9a1,103677,1680148787104.65,ctx-search 作業ログ - murawaki's project,https://scrapbox.io/murawaki/ctx-search_%E4%BD%9C%E6%A5%AD%E3%83%AD%E3%82%B0,db19da2a-c835-44c9-a4f6-a2d6e4747c49
22,44c17d2c-581b-4f6f-8c9b-973e3e363b74,103975,1680343092619.59,CyberAgent - murawaki's project,https://scrapbox.io/murawaki/CyberAgent,27b917c5-e812-439e-b1c9-c2407d0ed174
23,56ec4d02-edf8-496b-b819-51b1b2eb5498,103979,1680343162549.12,CA - murawaki's project,https://scrapbox.io/murawaki/search/page?q=CA,35f9ad6c-320a-4069-907b-94406cc5931b
24,a8aa36fe-e073-4513-a09d-a91e4f6f3600,104175,1680429236760.47,sqlalchemy - murawaki's project,https://scrapbox.io/murawaki/sqlalchemy,08ddfba4-1816-4daf-ac78-a135db12db94
25,f970ec4d-79f7-4e4f-8615-9327d41ecfb2,104197,1680432344062.57,2022秋 小熊英二研究会 近代社会研究 研究発表 - murawaki's project,https://scrapbox.io/murawaki/2022%E7%A7%8B_%E5%B0%8F%E7%86%8A%E8%8B%B1%E4%BA%8C%E7%A0%94%E7%A9%B6%E4%BC%9A_%E8%BF%91%E4%BB%A3%E7%A4%BE%E4%BC%9A%E7%A0%94%E7%A9%B6_%E7%A0%94%E7%A9%B6%E7%99%BA%E8%A1%A8#6381a814361fac0000ce0455,769c1a50-b6f9-4f47-96eb-4e1c918e9f52
26,96578ce0-8e71-49ce-8995-80a4700052c7,104198,1680432438949.8,働く女性の実情 - 大卒女性の働き方 (厚生労働省 2008) - murawaki's project,https://scrapbox.io/murawaki/%E5%83%8D%E3%81%8F%E5%A5%B3%E6%80%A7%E3%81%AE%E5%AE%9F%E6%83%85_-_%E5%A4%A7%E5%8D%92%E5%A5%B3%E6%80%A7%E3%81%AE%E5%83%8D%E3%81%8D%E6%96%B9_(%E5%8E%9A%E7%94%9F%E5%8A%B4%E5%83%8D%E7%9C%81_2008),fc0a384a-a404-45e8-a146-18ac065e1531
